seqname	type	rep1	rep2	rep3
FP021843_NKD1_1	promoter	168	225	267
FP017544_FGD4_3	promoter	168	203	250
FP014731_ANXA11_2	promoter	168	203	302
FP007826_MTMR12_1	promoter	168	187	233
FP023756_ERN1_1	promoter	167	888	622
FP017066_PRDM10_1	promoter	167	207	230
FP017052_KCNJ1_1	promoter	167	221	236
FP010868_CHN2_4	promoter	167	214	254
FP005298_SMARCC1_1	promoter	167	247	284
FP004966_TIMP4_1	promoter	167	250	278
FP004082_MARCH7_1	promoter	167	200	224
FP003028_LDAH_1	promoter	167	171	267
FP002466_RABIF_1	promoter	167	235	264
FP028065_PATZ1_3	promoter	166	175	179
FP016442_FAM86C1_1	promoter	166	295	308
FP013143_CDKN2B_1	promoter	166	205	259
FP011978_WDR60_3	promoter	166	207	296
FP011142_LAT2_1	promoter	166	233	285
FP007207_METAP1_1	promoter	166	183	191
FP023160_FBXL20_2	promoter	165	168	214
FP019731_RDH12_2	promoter	165	230	283
FP013865_NAIF1_1	promoter	165	186	190
FP004353_TMEFF2_3	promoter	165	174	282
FP001414_GNAT2_2	promoter	165	154	230
FP026695_ITPA_1	promoter	164	148	202
FP018709_ZNF605_1	promoter	164	235	316
FP017990_STAT6_1	promoter	164	193	255
FP017274_FOXJ2_2	promoter	164	161	191
FP017195_CHD4_10	promoter	164	212	276
FP005396_MON1A_1	promoter	164	219	260
FP005186_TRAK1_4	promoter	164	185	220
FP012946_PLEC_6	promoter	163	182	232
FP011861_ZNF398_1	promoter	163	163	194
FP004343_STAT4_1	promoter	163	231	288
FP002561_RASSF5_2	promoter	163	207	305
FP015919_UBE2L6_3	promoter	162	187	240
FP013400_RASEF_2	promoter	162	183	219
FP006767_ARAP2_2	promoter	162	215	290
FP002094_UFC1_1	promoter	162	201	249
FP027021_SRC_1	promoter	161	221	285
FP018674_STX2_1	promoter	161	186	222
FP014001_RALGDS_7	promoter	161	175	239
FP007125_ARHGAP24_5	promoter	161	210	235
FP005380_APEH_1	promoter	161	174	161
FP000374_RAP1GAP_2	promoter	161	183	218
FP020319_RHOV_1	promoter	160	205	259
FP018714_ZNF10_1	promoter	160	250	284
FP014348_PRTFDC1_2	promoter	160	170	254
FP013538_AAED1_1	promoter	160	182	216
FP012990_FOXH1_1	promoter	160	201	189
FP008060_GTF2H2C_2	promoter	160	184	160
FP007678_IRF2_2	promoter	160	186	237
FP004136_SPC25_1	promoter	160	224	280
FP001054_DNAJC6_2	promoter	160	218	296
FP001012_FGGY_1	promoter	160	178	220
FP026087_FUT1_2	promoter	159	238	278
FP022166_LDHD_1	promoter	159	230	287
FP018208_CCDC59_2	promoter	159	735	779
FP016277_SNX32_2	promoter	159	188	256
FP004413_PPIL3_1	promoter	159	225	296
FP002805_DISC1_4	promoter	159	179	212
FP001118_TYW3_2	promoter	159	169	226
FP028219_CBY1_2	promoter	158	175	197
FP023969_METTL23_2	promoter	158	225	269
FP021482_TMC5_1	promoter	158	203	241
FP014805_KIF20B_1	promoter	158	189	206
FP011885_ZNF775_3	promoter	158	207	273
FP008844_HAND1_1	promoter	158	206	250
FP022771_HS3ST3A1_1	promoter	157	210	274
FP020617_USP3_1	promoter	157	178	205
FP019281_PRMT5_1	promoter	157	201	197
FP018210_TMTC2_1	promoter	157	180	233
FP015899_TNKS1BP1_1	promoter	157	249	298
FP011146_CLIP2_2	promoter	157	216	305
FP003478_TEX261_4	promoter	157	178	231
FP029172_MORC4_1	promoter	156	165	220
FP026216_FAM71E1_1	promoter	156	191	224
FP025970_SNRPD2_2	promoter	156	276	328
FP023792_PITPNC1_3	promoter	156	257	214
FP020412_CTDSPL2_2	promoter	156	167	187
FP020263_SPRED1_1	promoter	156	183	228
FP019968_ITPK1_4	promoter	156	209	242
FP018358_TDG_1	promoter	156	184	216
FP009532_PPT2_4	promoter	156	162	187
FP001977_PRCC_1	promoter	156	208	286
FP023156_RPL19_1	promoter	155	178	230
FP015617_C11orf58_1	promoter	155	203	249
FP006058_IL20RB_1	promoter	155	194	261
FP000176_LZIC_1	promoter	155	185	227
FP026159_NOSIP_1	promoter	154	242	287
FP024948_ZNF846_2	promoter	154	191	205
FP024071_SLC25A10_3	promoter	154	239	285
FP023026_C17orf75_2	promoter	154	174	212
FP022100_TERF2_1	promoter	154	131	203
FP019739_DCAF5_3	promoter	154	589	577
FP019556_GPR137C_2	promoter	154	174	221
FP015937_CTNND1_2	promoter	154	210	257
FP015102_CASP7_1	promoter	154	185	253
FP014556_CDK1_2	promoter	154	175	239
FP010481_SYNE1_7	promoter	154	196	217
FP002387_GLRX2_3	promoter	154	185	235
FP002044_IGSF8_2	promoter	154	155	265
FP000532_RCC1_2	promoter	154	158	215
FP020815_MAN2C1_1	promoter	153	195	281
FP019846_TTLL5_1	promoter	153	142	187
FP013231_FANCG_1	promoter	153	193	240
FP010890_GARS_2	promoter	153	203	219
FP010861_CREB5_2	promoter	153	210	262
FP010094_ANKRD6_1	promoter	153	185	225
FP000691_MYCBP_2	promoter	153	202	226
FP028356_MCAT_1	promoter	152	141	144
FP027164_SLC13A3_2	promoter	152	215	278
FP020054_EML1_1	promoter	152	200	250
FP019652_SNAPC1_1	promoter	152	253	240
FP019392_LTB4R2_1	promoter	152	186	244
FP004033_NEB_2	promoter	152	190	224
FP002724_TMEM63A_1	promoter	152	179	215
FP000007_ISG15_1	promoter	152	148	197
FP028759_UBA1_2	promoter	151	157	185
FP026333_ZNF816_1	promoter	151	202	221
FP021570_LCMT1_1	promoter	151	197	263
FP017575_ADAMTS20_1	promoter	151	182	178
FP010323_ENPP3_1	promoter	151	168	187
FP007839_C1QTNF3_2	promoter	151	199	240
FP005212_ACKR2_8	promoter	151	223	227
FP003380_TMEM17_1	promoter	151	170	217
FP002508_PLEKHA6_1	promoter	151	210	247
FP023727_LIMD2_2	promoter	150	147	197
FP021614_SULT1A1_1	promoter	150	189	230
FP018441_ARPC3_1	promoter	150	200	303
FP015541_ST5_3	promoter	150	218	249
FP014825_IDE_1	promoter	150	206	242
FP013611_SMC2_1	promoter	150	136	222
FP013307_SHB_4	promoter	150	185	227
FP008037_SGTB_2	promoter	150	234	330
FP007062_CCNG2_2	promoter	150	197	225
FP004148_FASTKD1_2	promoter	150	182	238
FP002100_ADAMTS4_2	promoter	150	195	250
FP001894_FAM189B_2	promoter	150	200	199
FP028016_LIF_6	promoter	149	195	198
FP026191_NUP62_2	promoter	149	186	262
FP024690_CSNK1G2_2	promoter	149	175	241
FP024174_TGIF1_3	promoter	149	161	169
FP021338_SRL_2	promoter	149	198	230
FP020168_NIPA2_1	promoter	149	192	260
FP018391_PWP1_1	promoter	149	158	203
FP018079_SRGAP1_3	promoter	149	250	280
FP015883_C1QTNF4_2	promoter	149	217	243
FP011122_NSUN5_1	promoter	149	175	294
FP007775_PAPD7_1	promoter	149	152	183
FP005969_RAB7A_1	promoter	149	137	182
FP004260_TTN_2	promoter	149	182	232
FP004166_TLK1_2	promoter	149	205	246
FP004097_PSMD14_1	promoter	149	175	221
FP027808_COMT_3	promoter	148	205	269
FP022656_WRAP53_3	promoter	148	213	306
FP021013_IQGAP1_1	promoter	148	425	453
FP018752_TNFRSF19_2	promoter	148	176	267
FP011211_SEMA3C_2	promoter	148	176	251
FP006664_AFAP1_1	promoter	148	198	243
FP000335_NBL1_1	promoter	148	160	216
FP022334_SPATA33_1	promoter	147	184	215
FP015203_OAT_2	promoter	147	159	137
FP014619_H2AFY2_1	promoter	147	222	270
FP014468_NCOA4_2	promoter	147	165	246
FP011363_FAM200A_1	promoter	147	201	258
FP004946_TATDN2_6	promoter	147	194	254
FP004304_ITGAV_1	promoter	147	173	213
FP029327_ENOX2_2	promoter	146	196	232
FP009124_PXDC1_3	promoter	146	147	216
FP008356_SNX2_1	promoter	146	213	247
FP003641_RNF103_4	promoter	146	209	242
FP000232_MIIP_1	promoter	146	235	247
FP026777_TASP1_1	promoter	145	204	241
FP023759_POLG2_1	promoter	145	163	238
FP023299_TUBG1_2	promoter	145	146	168
FP022225_CMIP_1	promoter	145	148	209
FP018792_MTIF3_1	promoter	145	241	285
FP017131_RHNO1_2	promoter	145	172	158
FP007196_BMPR1B_2	promoter	145	156	230
FP005382_RNF123_2	promoter	145	187	190
FP005184_ULK4_1	promoter	145	191	213
FP004116_COBLL1_2	promoter	145	167	237
FP002485_ATP2B4_2	promoter	145	155	176
FP000137_KLHL21_2	promoter	145	143	219
FP028702_SYTL5_2	promoter	144	154	177
FP027683_PWP2_1	promoter	144	192	166
FP022709_SLC25A35_1	promoter	144	174	204
FP022425_CTNS_2	promoter	144	143	210
FP019668_ESR2_4	promoter	144	169	233
FP007429_SETD7_5	promoter	144	209	278
FP007057_STBD1_1	promoter	144	164	231
FP005687_EPHA3_1	promoter	144	199	231
FP004495_CCNYL1_2	promoter	144	218	233
FP003555_AUP1_1	promoter	144	127	168
FP001803_SLC27A3_2	promoter	144	183	247
FP001710_SNX27_1	promoter	144	169	241
FP000817_RNF220_1	promoter	144	230	282
FP029462_MAGEA2B_3	promoter	143	218	259
FP020408_WDR76_1	promoter	143	167	178
FP020271_FSIP1_1	promoter	143	205	223
FP017721_SLC4A8_1	promoter	143	230	277
FP016002_VPS37C_1	promoter	143	134	163
FP015076_DUSP5_1	promoter	143	169	213
FP013230_FANCG_2	promoter	143	154	187
FP011491_LRWD1_1	promoter	143	159	167
FP007479_TMEM184C_1	promoter	143	280	274
FP005972_KIAA1257_1	promoter	143	201	243
FP005698_EPHA6_3	promoter	143	174	195
FP002941_RNASEH1_1	promoter	143	142	208
FP002515_LRRN2_3	promoter	143	181	226
FP002075_F11R_4	promoter	143	145	188
FP001972_CRABP2_2	promoter	143	201	198
FP027953_CRYBB2_2	promoter	142	187	210
FP027200_SPATA2_1	promoter	142	208	208
FP026951_NCOA6_2	promoter	142	164	195
FP018778_SHISA2_2	promoter	142	210	220
FP016052_BEST1_1	promoter	142	277	342
FP012570_CHMP4C_2	promoter	142	176	237
FP003496_SPR_1	promoter	142	177	200
FP003197_BIRC6_1	promoter	142	173	192
FP028533_SHROOM2_1	promoter	141	170	221
FP028431_PIM3_1	promoter	141	148	178
FP025213_FAM32A_1	promoter	141	179	181
FP018228_KITLG_1	promoter	141	218	225
FP013153_PLAA_1	promoter	141	188	248
FP009017_F12_1	promoter	141	164	226
FP006921_PAICS_2	promoter	141	211	243
FP001958_C1orf61_1	promoter	141	164	232
FP001284_CCDC18_2	promoter	141	158	162
FP026810_SNX5_3	promoter	140	211	268
FP021666_PRRT2_3	promoter	140	502	503
FP020094_TNFAIP2_2	promoter	140	167	164
FP019992_IFI27L2_2	promoter	140	648	1346
FP018224_C12orf29_1	promoter	140	197	252
FP012210_PNMA2_2	promoter	140	159	224
FP009413_DDX39B_5	promoter	140	221	261
FP009404_HLA-B_1	promoter	140	185	208
FP008279_PJA2_1	promoter	140	158	153
FP007107_COQ2_1	promoter	140	136	208
FP004683_SP110_1	promoter	140	215	207
FP002951_RSAD2_1	promoter	140	133	214
FP022346_DEF8_2	promoter	139	206	267
FP022070_ZFP90_2	promoter	139	165	248
FP020021_SYNE3_3	promoter	139	188	190
FP017590_SLC38A2_2	promoter	139	178	241
FP012539_STMN2_1	promoter	139	155	219
FP010129_ASCC3_1	promoter	139	138	156
FP004916_TTLL3_10	promoter	139	200	250
FP000376_USP48_1	promoter	139	133	170
FP000244_DHRS3_6	promoter	139	202	250
FP029305_APLN_1	promoter	138	159	205
FP022994_SSH2_1	promoter	138	143	211
FP022952_SDF2_2	promoter	138	212	276
FP017834_HOXC10_6	promoter	138	161	210
FP016147_OTUB1_2	promoter	138	139	192
FP013861_ST6GALNAC4_1	promoter	138	278	321
FP007593_PALLD_2	promoter	138	180	229
FP003920_UGGT1_1	promoter	138	191	200
FP001652_RPRD2_1	promoter	138	204	206
FP026681_GNRH2_1	promoter	137	168	232
FP026070_SPHK2_1	promoter	137	132	178
FP025420_ZNF254_2	promoter	137	221	209
FP025241_MYO9B_1	promoter	137	189	215
FP024100_LRRC45_1	promoter	137	189	177
FP023953_RHBDF2_2	promoter	137	196	210
FP020297_IVD_1	promoter	137	145	184
FP019684_HSPA2_1	promoter	137	218	228
FP018602_DIABLO_5	promoter	137	195	196
FP018040_OS9_1	promoter	137	198	226
FP017327_GABARAPL1_1	promoter	137	185	265
FP014090_LCN15_1	promoter	137	172	229
FP011224_SEMA3D_1	promoter	137	184	220
FP006249_TRIM59_4	promoter	137	172	196
FP025592_ZNF567_2	promoter	136	213	199
FP024527_CD226_4	promoter	136	232	283
FP020296_KNSTRN_1	promoter	136	147	178
FP015833_DGKZ_2	promoter	136	133	193
FP014137_ANAPC2_1	promoter	136	153	157
FP008774_CSNK1A1_1	promoter	136	142	203
FP003993_DARS_1	promoter	136	171	201
FP028237_APOBEC3B_2	promoter	135	199	255
FP027942_GGT1_3	promoter	135	119	141
FP025837_MEGF8_1	promoter	135	132	139
FP025601_ZNF568_2	promoter	135	179	223
FP023503_HOXB7_1	promoter	135	145	169
FP023406_HEXIM2_2	promoter	135	199	247
FP020533_RAB27A_2	promoter	135	194	200
FP018005_R3HDM2_2	promoter	135	208	223
FP014301_CACNB2_3	promoter	135	171	192
FP013748_TRIM32_1	promoter	135	140	209
FP011954_DPP6_5	promoter	135	152	191
FP003493_CYP26B1_3	promoter	135	122	192
FP027447_C21orf91_2	promoter	134	137	213
FP023280_STAT5B_1	promoter	134	166	204
FP012469_MCMDC2_1	promoter	134	185	213
FP010621_GET4_5	promoter	134	163	251
FP003453_MXD1_1	promoter	134	219	270
FP026041_PLA2G4C_1	promoter	133	160	219
FP023773_AXIN2_4	promoter	133	193	240
FP022903_MAP2K3_1	promoter	133	185	199
FP017503_PTHLH_2	promoter	133	199	243
FP013618_FSD1L_1	promoter	133	159	172
FP007426_SETD7_4	promoter	133	169	211
FP003503_SMYD5_2	promoter	133	170	232
FP027585_DYRK1A_4	promoter	132	126	158
FP025354_TMEM161A_1	promoter	132	150	213
FP024541_CYB5A_1	promoter	132	137	165
FP019473_SLC25A21_2	promoter	132	122	190
FP018662_SCARB1_1	promoter	132	138	148
FP013300_SLC25A51_1	promoter	132	137	199
FP010793_MALSU1_1	promoter	132	217	235
FP010106_EPHA7_1	promoter	132	140	171
FP009638_TAF11_1	promoter	132	190	269
FP007677_CFAP97_1	promoter	132	161	156
FP005801_CFAP44_1	promoter	132	167	180
FP004917_TTLL3_9	promoter	132	170	207
FP029392_ZIC3_3	promoter	131	133	205
FP022593_GPS2_4	promoter	131	139	181
FP020915_AP3B2_1	promoter	131	148	168
FP017378_EMP1_1	promoter	131	157	224
FP017096_SLC6A12_3	promoter	131	178	203
FP015050_CFAP43_1	promoter	131	162	161
FP011392_AP4M1_3	promoter	131	138	177
FP010096_ANKRD6_3	promoter	131	159	216
FP010047_CYB5R4_1	promoter	131	146	167
FP006652_MAN2B2_1	promoter	131	139	167
FP005932_SLC41A3_2	promoter	131	188	235
FP003342_RTN4_2	promoter	131	183	224
FP000549_MATN1_1	promoter	131	200	182
FP024622_R3HDM4_2	promoter	130	181	198
FP023407_HEXIM2_1	promoter	130	172	166
FP022805_UBB_1	promoter	130	160	236
FP021437_BFAR_2	promoter	130	165	187
FP014998_PITX3_1	promoter	130	158	219
FP005180_ZNF621_1	promoter	130	191	184
FP003033_ATAD2B_1	promoter	130	156	179
FP000917_RNF11_2	promoter	130	159	196
FP028036_MTFP1_3	promoter	129	178	217
FP027467_ADAMTS1_1	promoter	129	300	334
FP026085_IZUMO1_1	promoter	129	172	166
FP021022_MAN2A2_3	promoter	129	237	239
FP018379_CKAP4_1	promoter	129	200	211
FP018367_SLC41A2_1	promoter	129	117	241
FP015864_MADD_3	promoter	129	141	159
FP012931_TSTA3_1	promoter	129	136	163
FP010424_SHPRH_1	promoter	129	159	221
FP010324_ENPP3_4	promoter	129	156	174
FP009529_FKBPL_3	promoter	129	191	172
FP007661_TRAPPC11_1	promoter	129	168	159
FP006020_ACAD11_7	promoter	129	135	163
FP005222_TCAIM_1	promoter	129	147	228
FP002633_ATF3_3	promoter	129	202	267
FP026366_CNOT3_1	promoter	128	124	145
FP022551_RNASEK_2	promoter	128	165	225
FP022428_TAX1BP3_1	promoter	128	125	187
FP017537_KIAA1551_1	promoter	128	157	192
FP016970_GRIK4_2	promoter	128	176	167
FP015580_GALNT18_2	promoter	128	172	192
FP015577_ZBED5_2	promoter	128	121	214
FP014577_JMJD1C_4	promoter	128	168	190
FP012883_TSNARE1_1	promoter	128	132	148
FP006219_SHOX2_1	promoter	128	136	151
FP004717_GIGYF2_1	promoter	128	529	542
FP002722_EPHX1_1	promoter	128	124	177
FP027562_CBR1_1	promoter	127	136	143
FP027000_TGIF2_1	promoter	127	279	266
FP023977_MFSD11_5	promoter	127	155	179
FP019295_CDH24_1	promoter	127	156	198
FP013544_CCDC180_1	promoter	127	151	225
FP011229_TMEM243_1	promoter	127	137	155
FP009640_NUDT3_5	promoter	127	127	207
FP004730_DGKD_2	promoter	127	350	407
FP003628_ST3GAL5_2	promoter	127	165	196
FP002901_SMYD3_1	promoter	127	141	155
FP026299_ZNF615_1	promoter	126	158	200
FP023440_CDC27_1	promoter	126	176	237
FP019948_FBLN5_2	promoter	126	147	173
FP018491_IQCD_1	promoter	126	165	194
FP014874_TCTN3_1	promoter	126	134	177
FP014015_SURF1_1	promoter	126	113	156
FP011531_ORC5_1	promoter	126	147	191
FP010402_PEX3_2	promoter	126	174	210
FP010256_ASF1A_1	promoter	126	146	199
FP008324_CDO1_1	promoter	126	138	185
FP004483_KLF7_4	promoter	126	159	188
FP002249_RC3H1_1	promoter	126	155	180
FP023054_RFFL_5	promoter	125	140	194
FP022849_FLII_2	promoter	125	168	220
FP016989_VWA5A_1	promoter	125	131	233
FP014401_ZEB1_4	promoter	125	145	232
FP012206_PPP2R2A_1	promoter	125	177	197
FP021077_LYSMD4_1	promoter	124	185	279
FP018779_SHISA2_1	promoter	124	323	411
FP018440_ANAPC7_1	promoter	124	173	204
FP011056_LANCL2_2	promoter	124	158	198
FP009449_CSNK2B_3	promoter	124	172	187
FP006191_MME_2	promoter	124	167	174
FP004420_CFLAR_1	promoter	124	162	208
FP002297_FAM163A_2	promoter	124	142	164
FP029328_ENOX2_1	promoter	123	135	230
FP023484_HOXB4_5	promoter	123	170	234
FP021932_USB1_1	promoter	123	160	233
FP013990_GTF3C5_2	promoter	123	168	220
FP011704_TMEM209_1	promoter	123	171	184
FP008025_RGS7BP_2	promoter	123	167	209
FP007310_ALPK1_2	promoter	123	146	219
FP004790_SCLY_5	promoter	123	181	176
FP002743_CDC42BPA_2	promoter	123	184	263
FP000499_SLC9A1_1	promoter	123	201	202
FP028744_CHST7_2	promoter	122	175	248
FP024911_SNAPC2_3	promoter	122	148	158
FP023848_GPRC5C_3	promoter	122	159	172
FP019736_ZFP36L1_2	promoter	122	144	158
FP017896_BLOC1S1_5	promoter	122	161	172
FP010117_KLHL32_2	promoter	122	191	177
FP009204_GFOD1_3	promoter	122	185	243
FP008892_SLU7_2	promoter	122	135	190
FP008034_TRAPPC13_1	promoter	122	209	243
FP006022_ACAD11_4	promoter	122	119	184
FP000172_CLSTN1_1	promoter	122	129	166
FP026483_NLRP11_2	promoter	121	178	201
FP019657_PPP2R5E_1	promoter	121	176	179
FP018614_DENR_1	promoter	121	125	144
FP012467_SGK3_3	promoter	121	125	171
FP011062_MRPS17_1	promoter	121	189	237
FP010690_CYTH3_1	promoter	121	172	168
FP009750_TFEB_1	promoter	121	141	162
FP002514_LRRN2_1	promoter	121	164	170
FP029315_ELF4_3	promoter	120	222	230
FP029093_ARMCX4_2	promoter	120	153	225
FP028862_FAM156A_1	promoter	120	128	176
FP026862_APMAP_2	promoter	120	176	243
FP026801_OVOL2_1	promoter	120	158	181
FP025394_ZNF66_1	promoter	120	122	180
FP024492_BCL2_1	promoter	120	136	166
FP021117_FAM234A_7	promoter	120	138	153
FP018946_ITM2B_1	promoter	120	173	172
FP018534_CIT_1	promoter	120	149	189
FP017898_RDH5_3	promoter	120	163	239
FP016204_SF1_2	promoter	120	154	217
FP015353_SLC25A22_2	promoter	120	149	191
FP007303_ELOVL6_2	promoter	120	178	185
FP004189_MAP3K20_1	promoter	120	101	127
FP001044_ITGB3BP_3	promoter	120	145	187
FP029184_MID2_4	promoter	119	175	210
FP028573_FANCB_1	promoter	119	168	166
FP019169_ARHGEF7_4	promoter	119	107	220
FP016760_EXPH5_2	promoter	119	131	148
FP014594_PBLD_1	promoter	119	128	160
FP012204_EBF2_2	promoter	119	157	150
FP009761_USP49_1	promoter	119	91	172
FP009552_PBX2_1	promoter	119	184	188
FP005558_HESX1_2	promoter	119	149	190
FP004211_ATF2_2	promoter	119	184	238
FP000572_CCDC28B_1	promoter	119	194	221
FP029222_AMOT_2	promoter	118	141	160
FP027378_EEF1A2_1	promoter	118	238	290
FP016928_SLC37A4_1	promoter	118	189	206
FP014268_DCLRE1C_1	promoter	118	176	206
FP009383_GTF2H4_2	promoter	118	134	190
FP028890_MAGED2_1	promoter	117	96	137
FP024852_KHSRP_1	promoter	117	143	201
FP018834_FRY_1	promoter	117	150	150
FP014612_HK1_2	promoter	117	175	229
FP010641_MICALL2_1	promoter	117	187	179
FP009157_SNRNP48_1	promoter	117	168	195
FP005722_NIT2_1	promoter	117	119	136
FP002982_C2orf50_3	promoter	117	139	190
FP029596_VAMP7_1	promoter	116	156	173
FP024722_GNG7_2	promoter	116	170	198
FP023666_PRR11_4	promoter	116	123	145
FP023413_MAP3K14_3	promoter	116	133	145
FP016497_PLEKHB1_1	promoter	116	152	198
FP009226_RBM24_3	promoter	116	202	262
FP004559_GPBAR1_1	promoter	116	156	204
FP001912_DAP3_2	promoter	116	148	163
FP001661_CTSS_2	promoter	116	169	204
FP027375_CHRNA4_1	promoter	115	183	219
FP026187_NUP62_4	promoter	115	159	183
FP024706_OAZ1_6	promoter	115	103	166
FP018626_ABCB9_2	promoter	115	156	196
FP014251_SEPHS1_1	promoter	115	178	197
FP012889_PSCA_1	promoter	115	139	158
FP000164_H6PD_2	promoter	115	193	201
FP027980_HSCB_1	promoter	114	104	144
FP027500_TCP10L_2	promoter	114	159	169
FP021336_ADCY9_2	promoter	114	171	172
FP018746_MICU2_1	promoter	114	151	172
FP018316_ACTR6_1	promoter	114	107	161
FP014392_MAP3K8_2	promoter	114	137	203
FP013268_SPAG8_1	promoter	114	114	198
FP011733_CALD1_1	promoter	114	156	205
FP011283_CDK6_1	promoter	114	145	169
FP010495_RGS17_2	promoter	114	140	188
FP007897_PTGER4_3	promoter	114	125	127
FP007336_METTL14_1	promoter	114	114	152
FP004181_DLX2_1	promoter	114	133	161
FP003254_MTA3_1	promoter	114	114	159
FP001848_PMVK_1	promoter	114	168	201
FP027215_TMEM189_12	promoter	113	100	143
FP025978_DMWD_1	promoter	113	141	174
FP023987_SEPT9_4	promoter	113	119	164
FP022993_EFCAB5_1	promoter	113	198	221
FP019909_PTPN21_1	promoter	113	115	150
FP014956_SCD_2	promoter	113	121	128
FP012777_NOV_1	promoter	113	864	657
FP008941_NEURL1B_1	promoter	113	121	134
FP008082_BDP1_1	promoter	113	133	179
FP000964_YIPF1_1	promoter	113	171	182
FP000052_SLC35E2_1	promoter	113	162	229
FP022790_TRIM16_1	promoter	112	170	199
FP013150_CAAP1_1	promoter	112	197	239
FP007680_SNX25_1	promoter	112	112	157
FP004524_ERBB4_1	promoter	112	166	183
FP004311_GULP1_2	promoter	112	123	152
FP002807_DISC1_3	promoter	112	160	184
FP002134_DDR2_2	promoter	112	146	175
FP001344_LRRC39_1	promoter	112	111	166
FP000743_HIVEP3_3	promoter	112	125	157
FP029021_PBDC1_2	promoter	111	134	227
FP028543_MID1_1	promoter	111	118	176
FP026846_GZF1_2	promoter	111	137	181
FP024993_CDC37_1	promoter	111	164	176
FP022040_EDC4_1	promoter	111	127	142
FP020672_DENND4A_5	promoter	111	148	236
FP020671_DENND4A_4	promoter	111	129	169
FP020372_HAUS2_2	promoter	111	137	213
FP018873_PROSER1_1	promoter	111	161	159
FP009700_RNF8_1	promoter	111	93	151
FP008950_CREBRF_1	promoter	111	136	165
FP000005_HES4_1	promoter	111	148	196
FP028149_MPST_1	promoter	110	125	125
FP028043_PES1_1	promoter	110	168	205
FP021601_APOBR_2	promoter	110	138	204
